时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2020-08-27,点滴能源,企业服务,天使轮,1500万人民币,合鲸资本（领投）,7500,企业服务、行业信息化及解决方案、供应链,点滴能源是一家专注于为物流行业提供综合能源服务的产业互联网公司，在国家提出“双碳”目标的背景下，致力于整合上下游资源和引入数字化技术，打造清洁低碳、安全高效的智慧能源网络，助力物流业能源转型升级，构建低碳发展新生态。 点滴能源以科技赋能物流业，提供包括智慧能源供应链服务、能源新零售网络运营、能源数字化系统开发及碳排放数据监测管理等综合解决方案，通过引入物联网、大数据、云计算等技术，帮助物流企业完成能源管理数字化转型，实现全链路的互联化和智能化，有效提升物流业能源效率与运营效率。,"钱挺 CEO 钱挺，点滴能源创始人、CEO。同济大学电子信息工程系本科、格拉斯哥大学通信工程硕士、中欧国际工商学院EMBA。在能源领域深耕多年。 黄颖 联合创始人 黄颖，点滴能源联合创始人。曾担任阿里巴巴(UC)研发主管，拉能源创始人，连续创业者。

 "
2020-08-19,华光新材,先进制造,IPO上市,3.69亿人民币,,404800,先进制造、新材料、新材料,华光新材是一家专注于研发、制造、销售钎焊材料的国家高新技术企业，致力于提供焊接整体解决方案，主要产品是铜基钎料、银钎料等高性能钎焊材料，具备条、丝、环、带（箔）、片、药芯、药皮、焊膏等数千个品规的设计与生产能力，形成了“多品种、多品规”的产品体系。产品应用于制冷产业链、家电、电子元器件、电真空器件、电机、新能源装备、硬质合金刀具、采暖、卫浴、眼镜、轨道交通、汽车、航空航天等多产业或领域。,金李梅 CEO 金李梅，华光新材CEO。 
2020-08-19,重塑股份,先进制造,B轮,数亿人民币,"德载厚资本, 北京博康资本",150000,先进制造、新能源、电池,Re-Fire重塑科技是一家氢燃料电池技术公司，主营业务包括为客户提供燃料电池系统产品及燃料电池汽车动力系统工程服务。,林琦 董事长 林琦，重塑科技董事长兼CEO。 
2020-08-13,东超科技,先进制造,A轮,5850万人民币,"合肥高投, 新沃资本, 弘博资本, 合肥赢初资产管理合伙企业, 安徽省量子基金, 安徽省高新投",29250,先进制造、军工制造、新材料,东超科技是一家可交互空气成像技术研发商，致力于空气成像技术的研发与生产，其主要研发成果为非等效负折射率材料，整合中科院安徽光机所和中科院西安光机所两大精密光学研究所对空气成像进行联合研发和生产，可以用在军工安全，车载显示，医疗成像，智能家电，广告和展览展示等领域。,韩东成 创始人 韩东成，东超科技创始人，具有多年相关行业经验。 范超 创始人 范超，安徽省东超科技有限公司创始人 
2020-08-10,智租出行,先进制造,A+轮,6000万人民币,江苏地方政府产业基金,30000,先进制造、新能源、物联网,智租出行是一家新能源领域的创新型物联网科技公司。业务范围包括末端配送智能车辆租售服务、智能充换电柜、新能源智能锂电池、IOT云管理平台服务、线上大数据服务、线下维养服务、金融保险综合解决方案服务等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-08-10,亿华通,先进制造,IPO上市,13.5亿人民币,,1829200,先进制造、新能源、新能源,亿华通是一家从事新能源交通技术研发及产业化的高新技术企业，公司一直专注于燃料电池动力系统为核心的新能源汽车核心技术研究，形成了基于国外电堆的HD燃料电池动力系统产品、基于国产电堆的G系列燃料电池动力系统产品。,张国强 董事长 张国强，亿华通董事长。2012年6月毕业于清华大学公共管理专业，2013年9月至今，就读于中国科学研究院管理科学与工程专业。2003年8月至2005年4月，就职于北汽福田汽车股份有限公司，任总经理秘书；2005年5月至2012年6月，就职于北京清能华通科技发展有限公司，历任部门经理、副总经理；2014年10月至2015年7月，任北京亿华通科技有限公司董事长兼总经理。现任清佰华通执行董事、北京亿华通科技有限公司执行董事、水木华通董事长、上海神融新能源董事长。 
2020-08-04,忱芯科技,先进制造,天使轮,数千万人民币,原子创投,15000,先进制造、集成电路、新能源,忱芯科技是一家碳化硅功率半导体模块及应用解决方案提供商，主要为终端客户提供包括碳化硅功率半导体模块、驱动电路和碳化硅电力电子系统应用服务在内完整的“模块+”定制化应用解决方案，产品主要应用于航空、新能源发电、高端医疗以及石油开采等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-08-03,5B,先进制造,A轮,1200万其他,AES,6000,先进制造、新能源、新能源,5B是一家澳大利亚清洁技术开发商，提供了创新的模块化“即插即用”太阳能发电解决方案，旨在改善利用太阳能的发电系统，致力于使太阳能项目的成本更低、进展速度更快，并且希望使能源的利用过程更加智能。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-07-29,源清动力,本地生活,A轮,未透露,无锡金投,10000,本地生活、维修服务、本地生活,源清动力主要从事工程设计、失效分析、部件寿命管理、供应链开发与管理、关键部件制造与修复、部件试验平台建设等业务。源清动力将为燃气轮机用户提供燃气轮机维护维修、性能提升、故障诊断等一站式服务，为中国清洁能源建设贡献力量。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-07-27,同享科技,先进制造,IPO上市,未透露,,50000,先进制造、新能源、新能源,同享科技是一家一直专注于发展太阳能光伏组件用涂锡铜带及电子配套产品的研究开发并提供相关服务的企业，并可以根据客户要求研制各种专业用特殊焊接带、铜带、镍带、铝带等。,陆利斌 总经理 陆利斌先生，董事长、总经理，1980年9月出生，中国国籍，无境外永久居留权，硕士学历，2016年4月股份公司成立至今担任公司总经理。 
2020-07-27,贝特瑞,先进制造,IPO上市,未透露,,50000,先进制造、新能源、电池,贝特瑞是一家锂离子二次电池用料生产商，主营业务为研发、生产与销售锂离子电池的制造材料，产品包括锂离子电池负极材料、正极材料、天然鳞片石墨等，并为用户提供石墨制品加工服务。,贺雪琴 董事长 贺雪琴，为深圳市贝特瑞新能源材料股份有限公司创始人 
2020-07-27,慧能泰,先进制造,A轮,数千万人民币,"厦门半导体, 正轩投资, 深圳高新投, 猎鹰创投",15000,先进制造、集成电路、新能源,慧能泰是一家混合信号芯片开发商，专注于高性能模拟和混合集成电路开发的定义、开发和商业化推广，主营以为分为USB接口与电池管理系统和智能化数字控制能源转换系统两大类，旗下产品可应用于新能源管理、智能化LED调光控制等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-07-27,润诚达,先进制造,A+轮,数千万人民币,吉云新基建基金（领投）,15000,先进制造、新能源、工业4.0,润诚达是集研发、生产、销售、运营于一体的新能源充电解决方案和SaaS服务提供商，为商业、住宅等公共空间以及充电站等场景提供“充电+储能+SaaS”的全栈式解决方案。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-07-18,宁德时代,先进制造,IPO上市后,197亿人民币,"高瓴投资（领投）, 本田汽车, JPMorgan摩根大通, 国泰君安, UBS瑞银, 太平洋保险, 北信瑞丰基金",9850000,先进制造、新能源、硬件解决方案,宁德时代新能源科技（CATL）是一家先进电池、能源存储解决方案服务商，致力于研发生产电动汽车及储能系统的锂离子电池、电动汽车电池模组、电动汽车电池系统等。,曾毓群 董事长 曾毓群，宁德时代新能源科技创始人、董事长。亚洲固态离子协会理事，中科院物理所清洁能源中心学术委员，华南锂电论坛专家委员，福建省政协委员。2005年作为科技专才被香港引进，成为中国锂电重大贡献者之一（与王传福、杨裕生院士一同获得），建国六十年东莞六十位人物，2009年东莞十大经济人物。 
2020-07-13,Iberdrola,先进制造,F轮,8亿欧元,"European Investment Bank, Fond-ICO Global",3120000,先进制造、新能源、新能源,Iberdrola是一家西班牙主要能源提供商，Iberdrola已经开始使用区块链追踪可再生能源。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-07-10,东微半导体,先进制造,战略投资,数千万人民币,哈勃投资(华为旗下),15000,先进制造、集成电路、新能源,东微半导体是一家技术驱动型的半导体技术公司，在作为半导体核心技术的器件领域有深厚的技术积累，专注半导体器件技术创新，拥有多项半导体器件核心专利。 2013年下半年，东微半导体原创的半浮栅器件的技术论文在美国《科学》期刊上发表，标志着首次国内科学家在半导体核心技术方向获得的重大突破。新闻联播、人民日报等媒体均进行了头条重点报道，引起了国内外业界的高度关注。2016年东微自主研发的新能源汽车直流大功率充电桩用核心芯片成功量产，打破国外厂商垄断。目前，东微半导体已成为国内高性能功率半导体领域的领头羊，在新能源领域替代进口半导体产品迈出了坚实一步，产品进入多个国际一线客户，受到客户一致好评。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-07-08,恩力动力,先进制造,天使轮,未透露,"中科创星, 长江汇英, 鸣志投资",500,先进制造、新能源、电池,上海恩力动力技术有限公司是恩力能源科技有限公司的关联企业，专注于下一代高性能动力电池（全固态电池）研发、产业化及销售的初创企业。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-07-07,中科富海,先进制造,A+轮,未透露,"点亮资本, 富汇创投",10000,先进制造、新材料、解决方案,中科富海是一家低温装备制造企业。该公司致力推进我国深低温制冷技术的产业应用，以发展低温工程与制冷技术为基础，重点开发大型低温系统关键技术与产品，并为客户提供相关的解决方案。,朱诚 CEO 朱诚，为北京中科富海低温科技有限公司的CEO 
2020-07-03,孚能科技,先进制造,战略投资,数亿人民币,Daimler戴姆勒,150000,先进制造、新能源、电池,孚能科技是一家新能源锂电池制造商，主要致力于新能源车用动力锂离子电池及系统的生产和研发，是拥有国际领先自主知识产权的高科技企业。作为全球第一批产业化三元锂电池制造公司，孚能科技制造出了全世界能量密度最高的新能源车用动力电池系统，其产品能量密度和循环寿命远超国内外竞争对手，在产品实用性上取得了压倒性优势。,王瑀 董事长 王瑀，孚能科技董事长，2002年在美国硅谷创办FARASIS公司，成立至今已在锰酸锂动力锂离子电池技术开发、产业化方面取得突破性进展，尤其是所开发并拥有自主知识产权的插入式混合动力汽车用锰酸锂电池体系，先后获得美国能源部、国防部、自然科学基金会等部门新能源技术开发奖励20多项、申请技术发明及创造专利30多项。2011年，入选国家“千人计划”。 
2020-06-23,华兴源创,生产制造,IPO上市后,7.28亿人民币,"李齐花, 陆国初",364000,传统制造、轻工制造、显示屏幕,华兴源创是一家工业自动测试设备与整线系统解决方案的提供商。主要测试产品用于LCD、柔性OLED、半导体、新能源汽车电子等行业的生产厂家，以及为行业提供定制化的数据融合软件平台。目前专注于工业智能制造，主要产品应用于LCD与OLED平板显示、集成电路、汽车电子等行业，主要客户包括苹果、三星、LG、夏普、京东方、JDI等。,陈文源 创始人 陈文源，华兴源创创始人、董事长。无境外永久居留权，1968年11月出生，1989 年至1992年任苏州精达集团有限公司 技术员，1999年至 2002年任爱斯佩克环境仪器（上海）有限公司业务经理， 2003年至 2005年任泰科检测设备（苏州）有限公司副总经理。陈文源2005年和妻子一起创立华兴源创，至今任公司总经理，2018年5月至今任公司董事长。陈文源还兼任华兴检测董事、苏州 源客和苏州源奋的执行事务合伙人。 
2020-06-19,Zero Mass Water,先进制造,C轮,5000万美元,"BlackRock贝莱德/黑岩（领投）, Breakthrough Energy Ventures, Material Impact Fund, Duke Energy",162500,先进制造、新能源、新能源,Zero Mass Water是一家太阳能设备开发及制造商，旨在从大气中提取饮用水，从而使饮用水成为可再生资源。通过结合热力学、材料科学和控制技术，提供了一种太阳能面板，并把它称之为“Source Hydropane”。这种面板在干燥的条件下，可以利用阳光和空气，生产饮用水。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-06-18,福能股份,生产制造,IPO上市后,15.31亿人民币,福能集团,765500,传统制造、轻工制造、新能源,"福能股份是一家以电力及纺织为主的综合型企业，旗下拥有福建省鸿山热电有限责任公司、福建晋江天然气发电有限公司及福建省福能新能源有限责任公司，已形成热电联产、天然气发电、风电等多元化发电组合；公司还拥有福建南纺有限责任公司，专注于生产并PU革基布、针织布等纺织产品。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-06-17,明讯新材,先进制造,战略投资,数亿人民币,"长石资本（领投）, 毅达资本, 复星集团, 同创伟业",150000,先进制造、新材料、新材料,明讯新材是一家专注于电子产品配套、新能源、环保节能等产业领域的光学薄膜材料、屏蔽散热材料、减震防水材料、表面保护膜材料、电子胶粘带材料、离型膜产品材料的研发、生产、销售等业务的高新技术企业。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-06-17,Quantumscape,先进制造,战略投资,2亿美元,Volkswagen,650000,先进制造、新能源、电池,Quantumscape是美国一家汽车固态电池研发商，致力于新能源汽车领域的固态电池产品的研发、生产、制造。目前公司拥有超过200多项关于固态电池的技术专利，并将研发可量产的固态电池。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-06-12,思欣通科技,先进制造,A轮,未透露,武岳峰资本,10000,先进制造、新能源、新能源,思欣通科技是一家氢能源及试验装备研发商，核心业务是针对广泛存在于自然界的富甲烷类气体(沼气、天然气、煤层气、页岩气、可燃冰等)资源，通过等离子化学链重整技术生产城市和居民生活可利用的氢能源。同时，为炼油化工、煤化工、精细化工领域的科研院所提供催化剂研制与评价、工艺技术开发所需试验装备的研发、设计与制造。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-06-10,泰吉诺,先进制造,A轮,未透露,"广发乾和, 川流投资, 擎石投资",10000,先进制造、新材料、新材料,泰吉诺旨在提供芯片层级用电子材料整体解决方案，专注于研发、制造、销售高端导热界面材料（TIM1、TIM1.5&TIM2）、导热吸波复合材料，为客户提供一体化解决方案，解决电子行业产品“热点”及“痛点”问题，产品包含导热垫片、导热绝缘片、导热单/双组份凝胶、导热脂、导热相变化材料、液态金属材料、导热吸波复合材料，产品广泛应用于电信、数据通讯、手机、计算机、通用电子装置、网络设备、航空航天、国防、汽车电子以及医疗设备等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-06-10,克能新能源,先进制造,A轮,数亿人民币,"中金汇融（领投）, 超威集团",150000,先进制造、新能源、新能源,克能新能源是一家轻型动力锂电池厂商，核心产品是新型锰酸锂离子软包电池。该公司称，其产品拥有高安全性、高性能、低成本、动力强、长寿命的特点，在满电状态下可通过国内外通用安全测试标准“钢针针刺试验”，主要面向轻型电动车市场。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-06-09,旭升股份,传统制造,IPO上市后,10.48亿人民币,"广发基金, 银河投资(银河资本), 中信证券, 百年人寿, 广发证券, 中信建投资本, 兴证资本, 安信乾宏-安信证券, 大正投资集团, 红塔证券, 华夏基金, 九泰基金, 诺德基金, 宁泉资产, 湾区产融投资, 玲珑金山, 国联安基金, 福聚投资",524000,传统制造、轻工制造、汽车配件,旭升股份是一家精密铝合金汽车零部件制造商，专注于从事I业铝合金零部件的研发与设计，旗下主要产品包括新能源汽车变速系统、传动系统、电池系统等核心系统的精密机械加工零部件。,徐旭东 董事长 徐旭东，宁波旭升汽车技术股份有限公司董事长 
2020-06-08,蜂巢能源,先进制造,战略投资,10亿人民币,国投招商,820000,先进制造、新能源、电池,蜂巢能源前身是长城汽车动力电池事业部，是一家电动电池研发生产商，专注于锂离子动力电池及其正极材料、储能电池等方面的开发和销售，为用户提供新能源汽车充电桩、电池利用回收等产品解决方案。,唐海锋 董事长 唐海锋，蜂巢能源创始人、董事长。现任长城汽车股份有限公司副总裁兼任蜂巢易创科技有限公司董事长、蜂巢能源科技有限公司董事长、未势能源科技有限公司董事长，拥有20余年汽车及核心零部件开发与管理经验，在研发、项目管理及企业运营等方面均有自己独特的管理风格。 杨红新 总经理 杨红新，蜂巢能源总裁、总经理。2003年加入长城汽车，历任长城汽车技术中心副主任、长城汽车动力电池事业部总经理等职，全面负责新能源三电系统开发，EV、PHEV整车开发。 
2020-06-03,晶瑞化学,生产制造,IPO上市后,3亿人民币,"东方证券(东方星晖), 国泰君安, 大正投资集团, 财通基金, 大岩资本, 华泰保险, 西藏瑞华资本, 东海基金",150000,传统制造、化工产业、新材料,晶瑞化学是一家微电子化学品及其它精细化工品生产商，公司的产品主要包括超净高纯试剂、光刻胶、功能性材料以及锂电池粘结剂等，可应用于半导体、光伏太阳能电池、LED等相关行业，具体应用到下游电子信息产品的清洗、光刻、制备等工艺环节。,吴天舒 董事长 吴天舒，苏州晶瑞化学股份有限公司董事长 
2020-06-01,博锐尚格,先进制造,战略投资,1亿人民币,"宽带资本CBC, 优山资本",50000,先进制造、新能源、物业管理,北京博锐尚格是一家专注能源高新技术企业，致力于节能与设施管理系统解决方案开发、实施及运营。博锐尚格利用互联网技术改变物业管理等传统行业，致力于为客户提供智慧能源与设备设施管理全生命周期解决方案。,江江 CEO 北京博锐尚格节能技术股份有限公司董事长 
2020-05-28,华正新材,先进制造,IPO上市后,6.5亿人民币,"东海证券, 中信建投资本, 中信证券, 中意资产, 鹏华基金, 华泰保险, 九泰基金, 大成基金, 华立集团",325000,先进制造、新材料、硬件解决方案,华正新材是一家高端电子基础材料及特种复合材料制造商，主要产品有覆铜板、散热材料、热塑性蜂窝材料、玻璃纤维增强拉挤型材等，主要应用于电工电气、仪器仪表、消费类电子等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-21,唐锋能源,先进制造,战略投资,未透露,"深创投, 北汽产投, 海通创新资本, 海通新能源基金",50000,先进制造、新能源、电池,上海唐锋能源科技有限公司是一家从事燃料电池膜电极研发、生产、测试和销售的专业化公司，目前专注于氢能源燃料电池膜电极开发，所开发和生产的低成本、高性能和长寿命燃料电池膜电极达到国际先进水平。,章俊良 董事长兼总经理 章俊良，唐锋能源创始人、董事长兼总经理。担任上海交通大学致远学院常务副院长、上海交通大学燃料电池研究所教授。1994年和1997年毕业于上海交大，分别获学士和硕士学位。2005年于美国纽约州立大学石溪分校获博士学位。2002年3月至2007年5月在美国Brookhaven国家实验室材料科学部和化学部从事博士和博士后研究。2007年5月加入美国通用汽车公司研发总部，电化学能源研究实验室，任研究科学家，2009年1月晋升为高级研究员。2011年9月全职加入上海交通大学。 
2020-05-18,新华联,传统制造,战略投资,未透露,中金公司,50000,传统制造、石油矿采、新能源,新华联集团是一家以地产、矿业及化工产业为主的综合性企业，其中地产领域包括住宅地产、商业地产和文化旅游地产；矿业领域包括镍、金、铜等金属矿产的开采、冶炼及贸易等；化工领域主要产品涉及环保制冷剂、氟硅材料、氯碱离子膜等，此外公司业务还涉及石油贸易、酒业、太阳能以及金融等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-06,航天民芯,先进制造,B轮,未透露,鼎祥资本,15000,先进制造、集成电路、电池,民芯科技是一家电源管理芯片产品及解决方案提供商，主要产品有新能源汽车动力电池管理系统、动力电池充电管理芯片、智能家居和物联网芯片、高集成度移动信息终端电源管理单元等，广泛应用于消费电子、电动汽车、航天航空领域。,王晓飞 CEO 王晓飞，西安航天民芯科技有限公司创始人。 
2020-05-06,丰疆智能,智能硬件,A轮,1亿人民币,大湾区共同家园发展基金,50000,智能硬件、机器人、机器人,丰疆智能是一家智慧农业与物流机器人研发商，结合大数据、物联网、深度学习、无人驾驶、机器视觉等技术，可提供智能地面机器人、码头无人物流、农业机器人、智能高速插秧机、农机物联网平台等产品与解决方案。,卢锋 董事长 卢锋，丰疆智能科技股份有限公司董事长，东风资产管理有限公司总经理。 吴迪 CEO 吴迪，丰疆智能创始人之一、兼任CEO，负责研发国产智能农用机器人。2003年，吴迪到瑞典留学读博。拿到学位后，他进入爱立信进行手机芯片的研发。后来的他，曾加入创业公司担任研发副总裁，回国后也曾在展讯通信担任系统总监，后来还在苏州大学电子信息学院负责微电子学科的教研工作。2015年，吴迪加入大疆担任首席科学家，继续从事一线的芯片研发工作。 
2020-04-29,尚太科技,先进制造,B轮,数亿人民币,"TCL创投, 华金资本(力合股份), 江北嘴基金",150000,先进制造、新材料、电池,尚太科技专注于新材料的研究开发和生产经营，拥有锂离子电池负极材料高温石墨化生产线与合成金刚石用碳源石墨材料生产线，可为客户提供合成金刚石用碳源石墨粉产品以及锂离子电池负极材料的高温石墨化加工。,欧阳永跃 董事长 欧阳永跃，石家庄尚太科技有限公司董事长 
2020-04-24,晶银新材,先进制造,战略投资,未透露,苏州固锝,50000,先进制造、新材料、新材料,晶银新材是一家电子浆料材料研发生产商，致力于光伏、LED、IC领域高等级电子浆料，主要从事导电性浆料的研发与生产，目前自主研发产品可双层印刷、适合高低方阻晶体硅太阳能电池正面电极用银浆、低成本型背面用银浆、薄膜太阳能电池用银浆，主要产品为太阳能电池正面银浆，并已完成太阳能电池背面电极银浆、异质结电池用银浆等产品的研发。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-21,华友钴业,先进制造,IPO上市后,8亿人民币,"中金公司, 银河投资(银河资本), 国泰君安, 安信乾宏-安信证券, 兴业资管-兴业证券, JPMorgan摩根大通, 博时基金(博时资本), 大岩资本, 太平洋保险, 青岛城投金融, 业如金控",400000,先进制造、新材料、新材料,华友钴业是一家锂电新能源材料研发制造商，专注于锂电新能源材料制造、钴新材料深加工以及钴、铜有色金属采、选、冶，主要产品为锂电正极材料前驱体、钴的化学品以及铜镍金属。,陈雪华 董事长 陈雪华，浙江华友钴业股份有限公司董事长 
2020-04-20,润诚达,先进制造,A轮,千万级人民币,中孵创投,5000,先进制造、新能源、工业4.0,润诚达是集研发、生产、销售、运营于一体的新能源充电解决方案和SaaS服务提供商，为商业、住宅等公共空间以及充电站等场景提供“充电+储能+SaaS”的全栈式解决方案。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-17,昆宇新能源,先进制造,天使轮,未透露,"人合资本, 易科汇资本, 铁发资本投资",500,先进制造、新能源、新能源,昆宇新能源是一家通信储能锂电池生产商，专业从事锂离子电池研发、生产和销售的高新技术企业。掌握通讯用锂电池和电动车用锂电池核心技术，拥有自主知识产权，具有强大的研发、制造、质量保证和售后服务能力。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-15,Enovix,先进制造,战略投资,4500万美元,,146250,先进制造、新能源、新能源,Enovix是一家3D硅锂离子电池研发商，采用专利3D电芯结构，结合100%活性硅阳极，以提高能量密度和循环寿命。而且，Enovix利用专有激光图案化和高速堆叠工具，取代标准锂离子电池生产过程中的电极缠绕工艺，从而将生产线产能提高30%。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-09,辉能科技,先进制造,D轮,近亿美元,"中银投资, 一汽产业基金",325000,先进制造、集成电路、可穿戴设备,辉能科技是一家电源产品研发商， 在2013年实现了固态锂电池的商业化量产，早期应用于消费电子领域，近年来应用于新能源汽车领域。公司的产品包括柔型锂电池、超薄锂电池、异形锂电池等，可应用于通信、交通等领域，同时公司的业务还包括为便携式电子通讯设备、电动交通工具、柔性可穿戴设备提供定制化的电源产品解决方案。,刘强 董事长 刘强，董事长，天津市“千人计划”专家，先后在美国佐治亚大学、克利夫兰州立大学和亚利桑那州立大学从事柔性及微型电池研究。 
2020-04-07,小哈换电,先进制造,战略投资,2亿人民币,中恒电气,100000,先进制造、新能源、新能源,小哈换电是两轮电动车换电行业全国首家获《电动自行车充换电柜技术规范》中国质量认证中心CQC标准认证企业，作为两轮换电网络运营服务商，为广大两轮电动车出行用户提供电池更换服务，包括B端也包括C端用户。其体系由智能锂电池、智能换电柜及后台一体化智能管理系统组成，可应用于日常生活通勤、城市商业物流、大学校园出行、旅游景区交通等多个场景。,杨磊 CEO 杨磊，哈罗单车创始人、车钥匙创始人、爱代驾CEO，连续创业者。历经3次创业，他主导的第一家公司，以亿计美金出售；第二家，他是联合创始人，该公司而今在业界依然红火；他所执掌的第3家公司是爱代驾；而后创业做车钥匙、哈罗单车。 
2020-04-03,日出东方阿康桑马克,先进制造,战略投资,2027万人民币,日出东方,10135,先进制造、新能源、新能源,日出东方阿康桑马克是一家综合太阳能解决方案提供商，旗下拥有‘‘太阳雨”、“四季沐歌”、 “帅康 等知名品牌，致力于为用户提供太阳能供暖服务等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-02,Addionics,先进制造,战略投资,600万美元,Next Gear Ventures（领投）,19500,先进制造、新能源、新能源,Addionics是一家以色列电池技术方案解决商，通过重新设计充电电池的电池架构推出了改良型充电电池技术方案。该公司主要通过物理而非化学层面对电池进行改良，公司研发的具有专利保护的可延展3D金属制造技术可以显著增强汽车电池的续航里程和使用寿命。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-02,小电,智能硬件,C轮,数亿人民币,"苏宁, 中寰资本",260000,智能硬件、消费电子、共享经济,小电是一家硬件公司，专注于无线充电和智能硬件领域的前沿技术，致力于改变人们的生活方式，实现便捷出行，能源随处可及，目前主打充电宝租赁服务。,唐永波 CEO 唐永波，小电科技创始人、前美哒网络创始人，是原阿里巴巴淘宝本地生活行业、淘点点业务及淘宝食品农业特色中国业务负责人。 宁九云 总裁 2019年2月加入小电，任总裁，负责公司IoT、集团法务、知识产权和政府关系等方面工作；2015年加入秒针系统，全面负责公司的内部财务、法务管理及风控管理。其拥有丰富的上市公司财务管理、战略投资并购、投资者关系维护方面的经验，同时其在企业业务运营管理方面也有很多经验。2011年-2015年， 其曾在盛大集团的盛大云担任代理CEO兼CFO，主管业务和财务；在盛大文学担任投资者关系副总裁，负责IPO筹备和战略合作工作。在此之前， Melissa在北京文思信息技术有限公司担任企业发展和投资者关系副总裁，负责并购、投资者关系和商务管理等。Melissa拥有Rutgers University的MBA学位和北京外国语大学的硕士学位。 
2020-04-01,理想晶延,传统制造,战略投资,未透露,浙民投,50000,传统制造、环保、环保,理想晶延是一个硬件开发商，专注于通过新能源、新材料开发制造太阳能电池制造关键设备和发光二极管制造设备，致力于推动制造业的节能环保的发展。,"王永才 CEO 王永才是理想晶延半导体设备（上海）有限公司的创始人，历任浙江正泰电器股份有限公司财务总监、正泰电气股份有限公司 董事、副总裁，浙江正泰太阳能科技有限公司执行董事，以及正泰集团股份有限公司副总裁。此外，王先生还担任中国会计师协会常务理事、浙江会计师协会副会长 等职务，并被授予“浙江省第一届优秀总会计师”、“中国优秀CFO”等荣誉称号。 奚明 副总裁 奚明是理想晶延半导体设备（上海）有限公司的副总裁，中国科学技术大学学士，美国哥伦比亚大学（Columbia University）博士，美国麻省理工学院（Massachusetts Institute of Technology）博士后，曾任美国应用材料公司（Applied Materials）副总裁，全面负责美国应用材料公司AKT部门的PVD和EBT事业部工作。拥有15年半导体制造领域专业技术经验，荣获技术专利多达80项。曾负责开发了MOCVD，MCVD, ALD, PVD, EBT等多种世界领先覆膜设备。 陈金元 副总裁 陈金元，上海理想万里晖创始人、董事长；理想晶延半导体设备（上海）有限公司的创始人，PECVD总经理，中国科学技术大学学士及硕士，美国犹他大学（University of Utah）博士、博士后，曾在美国应用材料公司（Applied Materials）和中微半导体设备公司担任高管职务。拥有30年半导体领域专业技术工作经验，荣获42项技术专利, 发表了30多篇学术论文。曾开发多种最先进半导体设备反应腔的射频及等离子系统并获上海市科学技术奖一等奖。 刘凯 LPCVD总经理 刘凯，理想晶延LPCVD总经理。 胡兵 公共工程总经理 胡兵是理想晶延半导体设备（上海）有限公司的公共工程总经理，武汉科技大学学士，美国俄勒冈州立大学（Oregon State University）硕士，曾在美国科天半导体设备公司（KLA-Tencor），Brooks-Pri Automation等公司工作，拥有18年半导体领域专业技术工作经验。开发多种半导体晶片传输, 检测和自动化设备并获上海市科学技术奖一等奖。 展开全部 "
2020-04-01,莱特光电,先进制造,新三板定增,数亿人民币,"君联资本（领投）, 建发新兴",150000,先进制造、新材料、电子元器件,莱特光电是一家光电材料研发制造商，专业从事OLED材料、液晶材料、高纯电子化学品及专用化学品的研发、生产及销售，主要产品包括OLED材料及中间体、液晶单体及中间体、高纯电子化学及专用化学品等，应用于OLED/LCD产业、集成电路产业、太阳能光伏产业等。,王亚龙 董事长 王亚龙，1996年7月毕业于西北大学，学士学位，西安交通大学EMBA在读；1996年-1998年任咸阳偏转集团国际贸易部客户经理；1999年-2001年任咸阳偏转集团国际贸易部部门经理；2001年-2008年任陕西鸿瑞贸易有限公司总经理；2008年-2011年任中外合资企业陕西捷盈电子科技有限公司总经理。 
